account_id,account_name,domain,industry,employee_range,country,lifecycle_stage,created_date,last_activity_date,owner,arr_eur,renewal_date,created_date_parsed,created_date_format,last_activity_date_parsed,last_activity_date_format,renewal_date_parsed,renewal_date_format,country_clean,domain_clean,domain_root,domain_source,has_domain,name_norm,dup_marker,last_activity_flag,entity_id,is_master,merged_into
ACC-005342,DoriocalWorks,doriocalworks.com,Hospitality,51-200,Fr,prospect,2023-02-07,11/27/23,p.lindqvist,,,2023-02-07,iso,2023-11-27,mdy,,empty,FR,doriocalworks.com,doriocalworks,declared,1,doriocalworks,,,ENT-03768,0,ACC-010450
ACC-009782,VectonexTech SAS,vectonextech.eu,Hospitality,11-50,FR,prospect,20/04/2022,08/03/2026,s.okafor,,,2022-04-20,dmy,2026-03-08,dmy,,empty,FR,vectonextech.eu,vectonextech,declared,1,vectonextech,,,ENT-18292,1,
ACC-020296,Optidorpartners,optidorpartners.fr,Software,,Fr,prospect,03/15/18,2018-10-23,,,,2018-03-15,mdy,2018-10-23,iso,,empty,FR,optidorpartners.fr,optidorpartners,declared,1,optidorpartners,,,ENT-12369,1,
ACC-021793,Belfohalenergie,belfohalenergie.io,Telecom,201-500,france,opportunity,2018-07-26,14/12/2019,j.vandenberg,,,2018-07-26,iso,2019-12-14,dmy,,empty,FR,belfohalenergie.io,belfohalenergie,declared,1,belfohalenergie,,,ENT-01378,1,
ACC-012391,Sylvanexsystems SARL,sylvanexsystems.co,Healthcare,51-200,Belgique,lead,04/08/21,28/10/2022,l.moreau,,,2021-04-08,mdy,2022-10-28,dmy,,empty,BE,sylvanexsystems.co,sylvanexsystems,declared,1,sylvanexsystems,,,ENT-16636,1,
ACC-026096,JuntotasSolutions SARL,juntotassolutions.io,Media,201-500,FRANCE,prospect,2021-07-07,,j.vandenberg,,,2021-07-07,iso,,empty,,empty,FR,juntotassolutions.io,juntotassolutions,declared,1,juntotassolutions,,,ENT-08985,1,
ACC-009512,MerilexDigital SAS,merilexdigital.com,Automotive,11-50,france,prospect,2020-07-22,2024-09-29,j.vandenberg,,,2020-07-22,iso,2024-09-29,iso,,empty,FR,merilexdigital.com,merilexdigital,declared,1,merilexdigital,,,ENT-10822,1,
ACC-022826,Primogordigital SA,primogordigital.co,Healthcare,11-50,Belgium,lead,12/14/21,2024-11-18,j.vandenberg,,,2021-12-14,mdy,2024-11-18,iso,,empty,BE,primogordigital.co,primogordigital,declared,1,primogordigital,,,ENT-13643,1,
ACC-019196,Axiopraworks SARL,axiopraworks.com,,1-10,spain,lost,10/18/19,04/26/23,j.vandenberg,,,2019-10-18,mdy,2023-04-26,mdy,,empty,ES,axiopraworks.com,axiopraworks,declared,1,axiopraworks,,,ENT-01101,1,
ACC-016130,Flexiforge,flexiforge.fr,Healthcare,51-200,FR,lost,2024-08-31,02/27/26,c.rinaldi,,,2024-08-31,iso,2026-02-27,mdy,,empty,FR,flexiforge.fr,flexiforge,declared,1,flexiforge,,,ENT-05876,0,ACC-008387
ACC-010431,BrioviaGroup,brioviagroup.fr,Hospitality,11-50,BE,lost,23/04/2019,14/07/2026,m.delacroix,,,2019-04-23,dmy,2026-07-14,dmy,,empty,BE,brioviagroup.fr,brioviagroup,declared,1,brioviagroup,,,ENT-02074,0,ACC-025288
ACC-025039,JuntonexLogistics Group,juntonexlogistics.eu,Media,,Spain,lead,2023-05-05,07/25/25,a.morel,,,2023-05-05,iso,2025-07-25,mdy,,empty,ES,juntonexlogistics.eu,juntonexlogistics,declared,1,juntonexlogistics,,,ENT-08859,1,
ACC-028352,Axiolexconsulting France,axiolexconsulting.io,Manufacturing,201-500,Fr,lead,2020-02-08,,j.vandenberg,,,2020-02-08,iso,,empty,,empty,FR,axiolexconsulting.io,axiolexconsulting,declared,1,axiolexconsulting,,,ENT-00992,1,
ACC-014258,Haldegorconsulting SARL,www.haldegorconsulting.eu,Financial Services,51-200,NL,customer,07/09/19,11/03/2020,,18000,06/01/27,2019-07-09,mdy,2020-03-11,dmy,2027-06-01,mdy,NL,haldegorconsulting.eu,haldegorconsulting,declared,1,haldegorconsulting,,,ENT-07093,1,
ACC-002094,Ardenhalforge,ardenhalforge.com,Logistics,1001-5000,france,churned,2019-01-21,24/10/2023,t.becker,3000,,2019-01-21,iso,2023-10-24,dmy,,empty,FR,ardenhalforge.com,ardenhalforge,declared,1,ardenhalforge,,,ENT-00566,1,
ACC-006872,Cendradorretail Group,cendradorretail.com,Hospitality,501-1000,france,prospect,12/15/25,05/16/26,l.moreau,,,2025-12-15,mdy,2026-05-16,mdy,,empty,FR,cendradorretail.com,cendradorretail,declared,1,cendradorretail,,,ENT-02564,1,
ACC-016344,PrimopraDigital,primopradigital.com,Agriculture,1001-5000,France,prospect,03/24/18,2023-03-31,l.moreau,,,2018-03-24,mdy,2023-03-31,iso,,empty,FR,primopradigital.com,primopradigital,declared,1,primopradigital,,,ENT-13783,1,
ACC-007260,IvororinDynamics,,Financial Services,501-1000,France,lead,2019-01-06,15/11/2024,m.delacroix,,,2019-01-06,iso,2024-11-15,dmy,,empty,FR,,ivororindynamics,inferred_from_contacts,1,ivororindynamics,,,ENT-08515,1,
ACC-025365,LorrisolConseil France,lorrisolconseil.io,Retail,1-10,CH,prospect,25/05/2024,2025-03-13,,,,2024-05-25,dmy,2025-03-13,iso,,empty,CH,lorrisolconseil.io,lorrisolconseil,declared,1,lorrisolconseil,,,ENT-09756,0,ACC-011777
ACC-007523,Lumipraimmo France,lumipraimmo.co,Financial Services,51-200,DE,lead,2019-05-02,01/29/20,a.morel,,,2019-05-02,iso,2020-01-29,mdy,,empty,DE,lumipraimmo.co,lumipraimmo,declared,1,lumipraimmo,,,ENT-10103,1,
ACC-028130,Heliotasindustries SA,heliotasindustries.eu,Construction,51-200,Suisse,lost,21/04/2021,07/02/22,,,,2021-04-21,dmy,2022-07-02,mdy,,empty,CH,heliotasindustries.eu,heliotasindustries,declared,1,heliotasindustries,,,ENT-07748,1,
ACC-005832,TerraIndustries France,www.terraindustries.fr,Manufacturing,1001-5000,FR,prospect,2024-08-20,17/04/2026,a.morel,,,2024-08-20,iso,2026-04-17,dmy,,empty,FR,terraindustries.fr,terraindustries,declared,1,terraindustries,,,ENT-17358,1,
ACC-017483,HeliomarGroup,,Energy,201-500,Fr,lead,04/07/25,2026-06-28,c.rinaldi,,,2025-04-07,mdy,2026-06-28,iso,,empty,FR,,heliomargroup,inferred_from_contacts,1,heliomargroup,,,ENT-07609,0,ACC-026621
ACC-021623,NordivenLogic France,nordivenlogic.io,Automotive,11-50,FRANCE,prospect,2025-11-19,11/02/2026,s.okafor,,,2025-11-19,iso,2026-02-11,dmy,,empty,FR,nordivenlogic.io,nordivenlogic,declared,1,nordivenlogic,,,ENT-11860,0,ACC-002522
ACC-009547,Estevapartners Group,estevapartners.eu,Consulting,51-200,Fr,customer,2020-07-01,02/18/24,j.vandenberg,5000,2027-01-01,2020-07-01,iso,2024-02-18,mdy,2027-01-01,iso,FR,estevapartners.eu,estevapartners,declared,1,estevapartners,,,ENT-04790,1,
ACC-012354,CendratasImmo SARL,cendratasimmo.fr,Logistics,1-10,Germany,opportunity,28/11/2021,2024-02-03,j.vandenberg,,,2021-11-28,dmy,2024-02-03,iso,,empty,DE,cendratasimmo.fr,cendratasimmo,declared,1,cendratasimmo,,,ENT-02854,1,
ACC-024489,GrimohalHub SA,grimohalhub.com,Consulting,11-50,Germany,lead,2022-07-29,23/11/2023,a.morel,,,2022-07-29,iso,2023-11-23,dmy,,empty,DE,grimohalhub.com,grimohalhub,declared,1,grimohalhub,,,ENT-06721,0,ACC-021401
ACC-010496,Kelvifinconsulting SA,kelvifinconsulting.com,Manufacturing,11-50,France,customer,06/02/2025,,l.moreau,8000,30/07/2026,2025-02-06,dmy,,empty,2026-07-30,dmy,FR,kelvifinconsulting.com,kelvifinconsulting,declared,1,kelvifinconsulting,,,ENT-09108,1,
ACC-016667,Altacalforge & Co,altacalforge.com,Healthcare,1-10,FR,lost,14/12/2023,05/11/2024,m.delacroix,,,2023-12-14,dmy,2024-11-05,dmy,,empty,FR,altacalforge.com,altacalforge,declared,1,altacalforge,,,ENT-00034,0,ACC-019563
ACC-016319,Roccafinfinance France,roccafinfinance.co,Retail,,BE,lead,27/10/2020,2025-09-27,m.delacroix,,,2020-10-27,dmy,2025-09-27,iso,,empty,BE,roccafinfinance.co,roccafinfinance,declared,1,roccafinfinance,,,ENT-14840,1,
ACC-006372,Corticallogic Group,corticallogic.fr,Retail,1-10,Belgique,prospect,02/19/26,22/03/2026,,,,2026-02-19,mdy,2026-03-22,dmy,,empty,BE,corticallogic.fr,corticallogic,declared,1,corticallogic,,,ENT-02953,1,
ACC-010980,OvalilexGroup,ovalilexgroup.fr,Consulting,1-10,france,lead,07/06/26,07/07/2026,t.becker,,,2026-07-06,mdy,2026-07-07,dmy,,empty,FR,ovalilexgroup.fr,ovalilexgroup,declared,1,ovalilexgroup,,,ENT-12885,0,ACC-026387
ACC-007695,NovaSoft,novasoft.eu,Telecom,1-10,spain,prospect,25/05/2023,,,,,2023-05-25,dmy,,empty,,empty,ES,novasoft.eu,novasoft,declared,1,novasoft,,,ENT-12213,0,ACC-017360
ACC-022366,Delfidorhub France,delfidorhub.eu,Automotive,51-200,france,customer,2019-06-21,,,8000,11/12/2026,2019-06-21,iso,,empty,2026-12-11,dmy,FR,delfidorhub.eu,delfidorhub,declared,1,delfidorhub,,,ENT-03366,1,
ACC-011969,IvoropraLogistics,ivoropralogistics.co,Retail,11-50,France,prospect,09/04/20,05/21/25,,,,2020-09-04,mdy,2025-05-21,mdy,,empty,FR,ivoropralogistics.co,ivoropralogistics,declared,1,ivoropralogistics,,,ENT-08483,1,
ACC-001499,FernomarServices,,,11-50,UK,prospect,2023-01-31,12/05/2025,c.rinaldi,,,2023-01-31,iso,2025-05-12,dmy,,empty,GB,,fernomarservices,inferred_from_contacts,1,fernomarservices,,,ENT-05590,0,ACC-009411
ACC-012506,ZephitasLab Group,zephitaslab.co,Telecom,51-200,ES,lead,01/20/23,22/03/2026,,,,2023-01-20,mdy,2026-03-22,dmy,,empty,ES,zephitaslab.co,zephitaslab,declared,1,zephitaslab,,,ENT-20462,1,
ACC-010213,MavipraServices,,Real Estate,,GB,prospect,10/16/25,2026-04-29,s.okafor,,,2025-10-16,mdy,2026-04-29,iso,,empty,GB,,mavipraservices,inferred_from_contacts,1,mavipraservices,,,ENT-10522,1,
ACC-012998,StellahalFlow,stellahalflow.fr,Energy,51-200,FRANCE,lead,2019-05-01,2024-03-08,l.moreau,,,2019-05-01,iso,2024-03-08,iso,,empty,FR,stellahalflow.fr,stellahalflow,declared,1,stellahalflow,,,ENT-16113,0,ACC-016920
ACC-024382,VespiquiDigital France,vespiquidigital.com,Agriculture,1-10,nederland,lost,2018-01-05,27/09/2024,c.rinaldi,,,2018-01-05,iso,2024-09-27,dmy,,empty,NL,vespiquidigital.com,vespiquidigital,declared,1,vespiquidigital,,,ENT-19138,0,ACC-007254
ACC-014393,FabrilumData France,,Healthcare,501-1000,spain,prospect,2022-07-29,11/06/25,,,,2022-07-29,iso,2025-11-06,mdy,,empty,ES,,fabrilumdata,inferred_from_contacts,1,fabrilumdata,,,ENT-05138,1,
ACC-021035,Mavigorretail,mavigorretail.fr,Telecom,1-10,NL,lead,09/06/20,03/11/21,,,,2020-09-06,mdy,2021-03-11,mdy,,empty,NL,mavigorretail.fr,mavigorretail,declared,1,mavigorretail,,,ENT-10375,1,
ACC-013109,SolitasHub SARL,solitashub.fr,,51-200,Fr,lead,2018-05-10,,c.rinaldi,,,2018-05-10,iso,,empty,,empty,FR,solitashub.fr,solitashub,declared,1,solitashub,,,ENT-15912,1,
ACC-004431,Yelloleximmo,yelloleximmo.com,Software,1001-5000,UK,lead,21/12/2019,05/03/26,s.okafor,,,2019-12-21,dmy,2026-05-03,mdy,,empty,GB,yelloleximmo.com,yelloleximmo,declared,1,yelloleximmo,,,ENT-19838,0,ACC-028769
ACC-019523,Stellacalmobility,stellacalmobility.eu,Automotive,51-200,Belgique,customer,08/02/2026,07/21/26,p.lindqvist,5000,05/08/2026,2026-02-08,dmy,2026-07-21,mdy,2026-08-05,dmy,BE,stellacalmobility.eu,stellacalmobility,declared,1,stellacalmobility,,,ENT-16016,0,ACC-028218
ACC-028267,Vertitasdigital Group,vertitasdigital.io,,51-200,FRANCE,churned,2021-04-28,2021-09-07,p.lindqvist,12000,,2021-04-28,iso,2021-09-07,iso,,empty,FR,vertitasdigital.io,vertitasdigital,declared,1,vertitasdigital,,,ENT-18805,0,ACC-004508
ACC-011524,Talohalworks SA,talohalworks.com,Real Estate,11-50,Fr,prospect,01/15/18,2026-06-11,,,,2018-01-15,mdy,2026-06-11,iso,,empty,FR,talohalworks.com,talohalworks,declared,1,talohalworks,,,ENT-16944,1,
ACC-011496,Kelvimarfood,kelvimarfood.co,Telecom,501-1000,Netherlands,customer,10/08/2018,23/05/2022,t.becker,40000,2026-11-10,2018-08-10,dmy,2022-05-23,dmy,2026-11-10,iso,NL,kelvimarfood.co,kelvimarfood,declared,1,kelvimarfood,,,ENT-09231,1,
ACC-020317,Iberibellogic,iberibellogic.com,Consulting,1-10,Pays-Bas,lost,10/02/2021,11/10/24,j.vandenberg,,,2021-02-10,dmy,2024-11-10,mdy,,empty,NL,iberibellogic.com,iberibellogic,declared,1,iberibellogic,,,ENT-07821,1,
ACC-019547,SolilumDigital,www.solilumdigital.eu,Telecom,11-50,Spain,opportunity,02/04/20,20/10/2023,j.vandenberg,,,2020-02-04,mdy,2023-10-20,dmy,,empty,ES,solilumdigital.eu,solilumdigital,declared,1,solilumdigital,,,ENT-15747,1,
ACC-012486,Yellobelconseil & Co,www.yellobelconseil.com,Financial Services,201-500,FR,lead,26/10/2023,2025-01-24,m.delacroix,,,2023-10-26,dmy,2025-01-24,iso,,empty,FR,yellobelconseil.com,yellobelconseil,declared,1,yellobelconseil,,,ENT-19678,1,
ACC-027121,LumihalFinance SA,lumihalfinance.com,Hospitality,11-50,FR,prospect,04/09/2025,12/12/2025,a.morel,,,2025-09-04,dmy,2025-12-12,dmy,,empty,FR,lumihalfinance.com,lumihalfinance,declared,1,lumihalfinance,,,ENT-09986,0,ACC-003607
ACC-005744,Neocalsoft SARL,neocalsoft.com,Hospitality,11-50,france,lead,2022-12-03,04/17/23,p.lindqvist,,,2022-12-03,iso,2023-04-17,mdy,,empty,FR,neocalsoft.com,neocalsoft,declared,1,neocalsoft,,,ENT-11123,1,
ACC-013946,HaldecalForge Group,haldecalforge.io,Construction,11-50,france,lost,2026-01-02,05/04/2026,a.morel,,,2026-01-02,iso,2026-04-05,dmy,,empty,FR,haldecalforge.io,haldecalforge,declared,1,haldecalforge,,,ENT-07026,0,ACC-022998
ACC-010892,RapicalConseil France,rapicalconseil.fr,Logistics,51-200,FR,prospect,2022-02-28,08/08/23,l.moreau,,,2022-02-28,iso,2023-08-08,mdy,,empty,FR,rapicalconseil.fr,rapicalconseil,declared,1,rapicalconseil,,,ENT-14377,1,
ACC-009111,Halderinenergie SA,www.halderinenergie.com,Logistics,51-200,BE,opportunity,04/20/24,,a.morel,,,2024-04-20,mdy,,empty,,empty,BE,halderinenergie.com,halderinenergie,declared,1,halderinenergie,,,ENT-07286,1,
ACC-000922,Fabrilextech SA,fabrilextech.com,Telecom,51-200,France,lost,26/01/2023,,p.lindqvist,,,2023-01-26,dmy,,empty,,empty,FR,fabrilextech.com,fabrilextech,declared,1,fabrilextech,,,ENT-05133,1,
ACC-029737,MeririnMobility SAS,,Financial Services,51-200,France,lost,08/16/21,,c.rinaldi,,,2021-08-16,mdy,,empty,,empty,FR,,meririnmobility,inferred_from_contacts,1,meririnmobility,,,ENT-10985,0,ACC-004798
ACC-004458,Briolexretail France,briolexretail.eu,Energy,11-50,FRANCE,lead,23/07/2023,04/30/24,,,,2023-07-23,dmy,2024-04-30,mdy,,empty,FR,briolexretail.eu,briolexretail,declared,1,briolexretail,,,ENT-01841,1,
ACC-010169,VectocalPharma,vectocalpharma.eu,Telecom,51-200,Allemagne,lost,06/12/25,2026-04-25,l.moreau,,,2025-06-12,mdy,2026-04-25,iso,,empty,DE,vectocalpharma.eu,vectocalpharma,declared,1,vectocalpharma,,,ENT-18077,0,ACC-015278
ACC-029225,BELFONEXMEDIA,www.belfonexmedia.co,Software,51-200,UK,lost,06/13/24,,m.delacroix,,,2024-06-13,mdy,,empty,,empty,GB,belfonexmedia.co,belfonexmedia,declared,1,belfonexmedia,,,ENT-01485,0,ACC-009425
ACC-017402,Quantiquifood,quantiquifood.fr,Consulting,5000+,FRANCE,lead,2020-03-30,,p.lindqvist,,,2020-03-30,iso,,empty,,empty,FR,quantiquifood.fr,quantiquifood,declared,1,quantiquifood,,,ENT-14222,1,
ACC-021763,FernogorConsulting SA,fernogorconsulting.com,Construction,51-200,spain,opportunity,07/21/20,2025-08-22,c.rinaldi,,,2020-07-21,mdy,2025-08-22,iso,,empty,ES,fernogorconsulting.com,fernogorconsulting,declared,1,fernogorconsulting,,,ENT-05477,1,
ACC-021527,Perrifingroup SAS,perrifingroup.eu,Media,11-50,FR,lead,2026-01-22,2026-01-22,t.becker,,,2026-01-22,iso,2026-01-22,iso,,empty,FR,perrifingroup.eu,perrifingroup,declared,1,perrifingroup,,,ENT-13212,0,ACC-022612
ACC-009841,Mavirinhub,mavirinhub.eu,Real Estate,11-50,FRANCE,prospect,2019-05-07,21/11/2022,j.vandenberg,,,2019-05-07,iso,2022-11-21,dmy,,empty,FR,mavirinhub.eu,mavirinhub,declared,1,mavirinhub,,,ENT-10557,1,
ACC-022114,NovabelPartners SAS,novabelpartners.com,Consulting,1-10,France,lead,12/03/23,2026-02-04,,,,2023-12-03,mdy,2026-02-04,iso,,empty,FR,novabelpartners.com,novabelpartners,declared,1,novabelpartners,,,ENT-11913,1,
ACC-025935,LumisolData,lumisoldata.io,Real Estate,201-500,FR,lost,18/04/2025,2025-12-25,l.moreau,,,2025-04-18,dmy,2025-12-25,iso,,empty,FR,lumisoldata.io,lumisoldata,declared,1,lumisoldata,,,ENT-10162,1,
ACC-019694,BrioDigital,briodigital.fr,Agriculture,51-200,FR,customer,2024-06-19,,j.vandenberg,3000,11/20/26,2024-06-19,iso,,empty,2026-11-20,mdy,FR,briodigital.fr,briodigital,declared,1,briodigital,,,ENT-01717,1,
ACC-003896,Vespitasfinance Group,vespitasfinance.io,,1001-5000,FR,prospect,05/07/18,03/07/2023,p.lindqvist,,,2018-05-07,mdy,2023-07-03,dmy,,empty,FR,vespitasfinance.io,vespitasfinance,declared,1,vespitasfinance,,,ENT-19215,0,ACC-014497
ACC-017834,Solimardata & Co,solimardata.co,Financial Services,201-500,GB,opportunity,05/23/24,10/02/24,,,,2024-05-23,mdy,2024-10-02,mdy,,empty,GB,solimardata.co,solimardata,declared,1,solimardata,,,ENT-15768,1,
ACC-019261,Ulmirinforge,ulmirinforge.com,Consulting,51-200,FR,churned,2019-03-21,09/25/25,j.vandenberg,12000,,2019-03-21,iso,2025-09-25,mdy,,empty,FR,ulmirinforge.com,ulmirinforge,declared,1,ulmirinforge,,,ENT-17926,0,ACC-009785
ACC-016571,Cendrabelpharma Group,cendrabelpharma.com,,,france,lead,02/01/2024,05/16/25,p.lindqvist,,,2024-01-02,dmy,2025-05-16,mdy,,empty,FR,cendrabelpharma.com,cendrabelpharma,declared,1,cendrabelpharma,,,ENT-02518,0,ACC-008806
ACC-022431,Novataslogistics & Co,novataslogistics.io,Healthcare,11-50,Italie,prospect,01/28/19,2020-04-29,l.moreau,,,2019-01-28,mdy,2020-04-29,iso,,empty,IT,novataslogistics.io,novataslogistics,declared,1,novataslogistics,,,ENT-12247,1,
ACC-003425,ArdennexFood France,ardennexfood.fr,Real Estate,51-200,ES,customer,14/12/2024,07/11/25,,5000,2026-09-14,2024-12-14,dmy,2025-07-11,mdy,2026-09-14,iso,ES,ardennexfood.fr,ardennexfood,declared,1,ardennexfood,,,ENT-00661,1,
ACC-017195,Estevavenenergie SA,estevavenenergie.eu,Hospitality,201-500,belgium,lead,07/03/25,10/28/25,c.rinaldi,,,2025-07-03,mdy,2025-10-28,mdy,,empty,BE,estevavenenergie.eu,estevavenenergie,declared,1,estevavenenergie,,,ENT-04916,1,
ACC-004748,GallicalGroup France,gallicalgroup.fr,Real Estate,,Netherlands,lead,01/03/18,04/10/2020,t.becker,,,2018-01-03,mdy,2020-10-04,dmy,,empty,NL,gallicalgroup.fr,gallicalgroup,declared,1,gallicalgroup,,,ENT-06204,1,
ACC-002200,FabricalTech SARL,fabricaltech.eu,Energy,1-10,france,lost,25/04/2019,05/06/2021,p.lindqvist,,,2019-04-25,dmy,2021-06-05,dmy,,empty,FR,fabricaltech.eu,fabricaltech,declared,1,fabricaltech,,,ENT-05003,0,ACC-023070
ACC-014680,Lorrifinmobility,lorrifinmobility.com,Media,51-200,spain,prospect,16/09/2020,,c.rinaldi,,,2020-09-16,dmy,,empty,,empty,ES,lorrifinmobility.com,lorrifinmobility,declared,1,lorrifinmobility,,,ENT-09524,1,
ACC-010673,NordicalConsulting Group,nordicalconsulting.co,Software,1-10,France,customer,02/07/23,,t.becker,8000,2027-05-14,2023-02-07,mdy,,empty,2027-05-14,iso,FR,nordicalconsulting.co,nordicalconsulting,declared,1,nordicalconsulting,,,ENT-11516,1,
ACC-015187,Caurilumretail SAS,caurilumretail.eu,Energy,11-50,France,prospect,2025-07-06,05/09/2025,m.delacroix,,,2025-07-06,iso,2025-09-05,dmy,,empty,FR,caurilumretail.eu,caurilumretail,declared,1,caurilumretail,,,ENT-02275,1,
ACC-003922,KelvidorHub SARL,kelvidorhub.com,Automotive,501-1000,NL,opportunity,2021-03-08,29/10/2023,t.becker,,,2021-03-08,iso,2023-10-29,dmy,,empty,NL,kelvidorhub.com,kelvidorhub,declared,1,kelvidorhub,,,ENT-09091,1,
ACC-010392,Vespidorpharma SAS,vespidorpharma.com,Education,11-50,FRANCE,lost,07/03/2022,2024-06-17,l.moreau,,,2022-03-07,dmy,2024-06-17,iso,,empty,FR,vespidorpharma.com,vespidorpharma,declared,1,vespidorpharma,,,ENT-18942,1,
ACC-026174,HaldequiDynamics SA,haldequidynamics.fr,Automotive,501-1000,france,churned,01/11/24,2024-08-03,l.moreau,5000,,2024-01-11,mdy,2024-08-03,iso,,empty,FR,haldequidynamics.fr,haldequidynamics,declared,1,haldequidynamics,,,ENT-07259,1,
ACC-025377,Roccalexconsulting SARL,roccalexconsulting.io,,51-200,Fr,lost,2019-06-29,03/06/23,c.rinaldi,,,2019-06-29,iso,2023-03-06,mdy,,empty,FR,roccalexconsulting.io,roccalexconsulting,declared,1,roccalexconsulting,,,ENT-14914,0,ACC-013521
ACC-002879,FernorinServices SARL,fernorinservices.fr,Financial Services,51-200,nederland,prospect,2020-12-16,23/09/2023,j.vandenberg,,,2020-12-16,iso,2023-09-23,dmy,,empty,NL,fernorinservices.fr,fernorinservices,declared,1,fernorinservices,,,ENT-05685,1,
ACC-005438,Mavilexconseil,mavilexconseil.eu,Telecom,,FR,churned,10/11/2021,2025-12-10,c.rinaldi,12000,,2021-11-10,dmy,2025-12-10,iso,,empty,FR,mavilexconseil.eu,mavilexconseil,declared,1,mavilexconseil,,,ENT-10408,1,
ACC-002368,Altalumsoft SAS,altalumsoft.io,Manufacturing,201-500,NL,prospect,10/02/25,,a.morel,,,2025-10-02,mdy,,empty,,empty,NL,altalumsoft.io,altalumsoft,declared,1,altalumsoft,,,ENT-00204,1,
ACC-025535,GallimarIndustries,gallimarindustries.eu,,11-50,spain,lost,2019-05-24,01/29/23,m.delacroix,,,2019-05-24,iso,2023-01-29,mdy,,empty,ES,gallimarindustries.eu,gallimarindustries,declared,1,gallimarindustries,,,ENT-06376,1,
ACC-017672,NeolumServices,neolumservices.fr,Education,11-50,Fr,lost,2026-06-19,2026-06-21,,,,2026-06-19,iso,2026-06-21,iso,,empty,FR,neolumservices.fr,neolumservices,declared,1,neolumservices,,,ENT-11267,0,ACC-014365
ACC-026959,FlexidorConsulting,flexidorconsulting.fr,Healthcare,11-50,France,lead,07/19/20,,t.becker,,,2020-07-19,mdy,,empty,,empty,FR,flexidorconsulting.fr,flexidorconsulting,declared,1,flexidorconsulting,,,ENT-05826,0,ACC-019689
ACC-016547,Primoringroup Group,primoringroup.fr,,51-200,FR,customer,02/05/18,2019-08-13,j.vandenberg,40000,2027-01-17,2018-02-05,mdy,2019-08-13,iso,2027-01-17,iso,FR,primoringroup.fr,primoringroup,declared,1,primoringroup,,,ENT-13836,1,
ACC-013528,VectopraMedia,vectopramedia.eu,Manufacturing,51-200,NL,opportunity,2022-05-25,05/08/23,m.delacroix,,,2022-05-25,iso,2023-05-08,mdy,,empty,NL,vectopramedia.eu,vectopramedia,declared,1,vectopramedia,,,ENT-18309,0,ACC-012559
ACC-025764,Cortifinlogic SAS,cortifinlogic.fr,Education,11-50,Suisse,customer,08/10/2021,,,8000,31/10/2026,2021-10-08,dmy,,empty,2026-10-31,dmy,CH,cortifinlogic.fr,cortifinlogic,declared,1,cortifinlogic,,,ENT-03004,1,
ACC-013308,Grimolexpartners,grimolexpartners.com,Construction,1-10,Fr,lost,2020-02-25,01/04/25,t.becker,,,2020-02-25,iso,2025-01-04,mdy,,empty,FR,grimolexpartners.com,grimolexpartners,declared,1,grimolexpartners,,,ENT-06754,1,
ACC-011482,Belforinsystems SARL,belforinsystems.fr,Retail,501-1000,Espagne,lost,12/12/18,,s.okafor,,,2018-12-12,mdy,,empty,,empty,ES,belforinsystems.fr,belforinsystems,declared,1,belforinsystems,,,ENT-01566,1,
ACC-004546,Lumivenimmo,lumivenimmo.io,Construction,11-50,FRANCE,prospect,06/08/18,31/07/2024,t.becker,,,2018-06-08,mdy,2024-07-31,dmy,,empty,FR,lumivenimmo.io,lumivenimmo,declared,1,lumivenimmo,,,ENT-10222,0,ACC-012756
ACC-015268,Delfitassystems,delfitassystems.fr,Financial Services,1001-5000,FR,lead,21/03/2024,03/05/2025,s.okafor,,,2024-03-21,dmy,2025-05-03,dmy,,empty,FR,delfitassystems.fr,delfitassystems,declared,1,delfitassystems,,,ENT-03678,0,ACC-025375
ACC-018981,JuntodorFood,juntodorfood.fr,Telecom,11-50,Belgium,lead,18/10/2020,16/05/2024,l.moreau,,,2020-10-18,dmy,2024-05-16,dmy,,empty,BE,juntodorfood.fr,juntodorfood,declared,1,juntodorfood,,,ENT-08681,1,
ACC-028746,NORDIHALFLOW,nordihalflow.io,Telecom,11-50,FR,lead,2021-11-08,,t.becker,,,2021-11-08,iso,,empty,,empty,FR,nordihalflow.io,nordihalflow,declared,1,nordihalflow,,,ENT-11619,0,ACC-009267
ACC-012580,OvalipraEnergie & Co,,Retail,201-500,France,prospect,2022-02-18,2024-11-02,m.delacroix,,,2022-02-18,iso,2024-11-02,iso,,empty,FR,,ovalipraenergie,inferred_from_contacts,1,ovalipraenergie,,,ENT-12978,0,ACC-007610
ACC-020672,Haldetasconsulting,haldetasconsulting.co,Logistics,,Germany,lost,2026-01-30,02/24/26,m.delacroix,,,2026-01-30,iso,2026-02-24,mdy,,empty,DE,haldetasconsulting.co,haldetasconsulting,declared,1,haldetasconsulting,,,ENT-07333,1,
ACC-009198,FernoEnergie & Co,fernoenergie.com,Agriculture,51-200,FR,opportunity,28/01/2022,2025-04-18,a.morel,,,2022-01-28,dmy,2025-04-18,iso,,empty,FR,fernoenergie.com,fernoenergie,declared,1,fernoenergie,,,ENT-05448,0,ACC-018696
ACC-007503,FlexiLabs France,flexilabs.co,Retail,501-1000,france,lost,02/18/18,13/12/2020,,,,2018-02-18,mdy,2020-12-13,dmy,,empty,FR,flexilabs.co,flexilabs,declared,1,flexilabs,,,ENT-05924,1,
