entity_id,name,name_norm,master_id,n_records,account_ids,domain,domain_root,country,industry,employee_range,lifecycle_consolidated,a_ete_client,deal_en_cours,arr_eur,arr_actif,arr_ex_client,renewal_date,arr_source_account,owner,owner_source_account,created_date_min,last_activity_max,country_conflict,arr_conflict,owner_conflict,lifecycle_conflict,review_churned_vs_opportunity,owner_a_router,segment,play_segment,segment_evidence
ENT-01150,AxiorinWorks SARL,axiorinworks,ACC-004780,1,ACC-004780,axiorinworks.eu,axiorinworks,FR,Telecom,201-500,churned,1,0,3000,,3000,,ACC-004780,m.delacroix,ACC-004780,2025-05-28,2026-03-09,0,0,0,0,0,0,EX_CLIENT,win_back_froid,events
ENT-01151,AxioServices,axioservices,ACC-020346,2,ACC-020346|ACC-015558,axioservices.com,axioservices,FR,Construction,51-200,lead,0,0,,,,,,t.becker,ACC-020346,2021-01-26,2026-05-31,1,0,0,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-01152,AxioSoft,axiosoft,ACC-015662,2,ACC-013154|ACC-015662,axiosoft.com,axiosoft,IT,Manufacturing,51-200,lead,0,0,,,,,,s.okafor,ACC-015662,2018-12-25,2024-06-14,1,0,1,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-01153,AxiosolConseil,axiosolconseil,ACC-015756,1,ACC-015756,axiosolconseil.eu,axiosolconseil,FR,Automotive,,lead,0,0,,,,,,m.delacroix,ACC-015756,2022-11-22,2024-08-07,0,0,0,0,0,0,MORT,aucun,events
ENT-01154,AxiosolDigital SAS,axiosoldigital,ACC-026870,2,ACC-026870|ACC-022543,axiosoldigital.com,axiosoldigital,GB,Logistics,11-50,churned,1,0,12000,,12000,,ACC-026870,s.okafor,ACC-026870,2024-06-14,2026-04-23,1,0,1,1,0,0,EX_CLIENT,win_back_froid,events
ENT-01155,AxiosolDynamics SA,axiosoldynamics,ACC-017189,1,ACC-017189,axiosoldynamics.com,axiosoldynamics,BE,Retail,501-1000,customer,1,0,5000,5000,,2027-02-08,ACC-017189,c.rinaldi,ACC-017189,2025-03-27,2025-05-31,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-01156,AxiosolEnergie,axiosolenergie,ACC-002504,1,ACC-002504,axiosolenergie.com,axiosolenergie,FR,Software,11-50,prospect,0,0,,,,,,c.rinaldi,ACC-002504,2019-11-27,2021-11-13,0,0,0,0,0,0,MORT,aucun,events
ENT-01157,AxiosolFlow SAS,axiosolflow,ACC-029660,2,ACC-029660|ACC-025941,axiosolflow.com,axiosolflow,FR,Healthcare,501-1000,prospect,0,0,,,,,,s.okafor,ACC-029660,2018-12-31,2022-11-11,0,0,1,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01158,Axiosolfood SARL,axiosolfood,ACC-027730,3,ACC-013225|ACC-029357|ACC-027730,axiosolfood.com,axiosolfood,FR,Logistics,51-200,opportunity,0,1,,,,,,c.rinaldi,ACC-013225,2020-01-29,2024-10-25,1,0,0,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01159,AxiosolForge France,axiosolforge,ACC-016548,2,ACC-016548|ACC-016552,axiosolforge.fr,axiosolforge,FR,Software,11-50,customer,1,0,5000,5000,,2026-09-15,ACC-016548,s.okafor,ACC-016552,2025-10-18,2026-04-26,0,0,0,1,0,0,CLIENT_ACTIF,retention,events
ENT-01160,AxiosolGroup & Co,axiosolgroup,ACC-022243,1,ACC-022243,axiosolgroup.co,axiosolgroup,CH,Construction,501-1000,customer,1,0,12000,12000,,2027-05-03,ACC-022243,m.delacroix,ACC-022243,2018-04-16,2019-12-04,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-01161,AxiosolHub Group,axiosolhub,ACC-012018,1,ACC-012018,axiosolhub.com,axiosolhub,FR,Energy,1-10,customer,1,0,25000,25000,,2026-12-31,ACC-012018,j.vandenberg,ACC-012018,2022-09-14,,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-01162,Axiosolimmo & Co,axiosolimmo,ACC-008803,1,ACC-008803,axiosolimmo.com,axiosolimmo,FR,Hospitality,11-50,lead,0,0,,,,,,c.rinaldi,ACC-008803,2025-04-26,2025-12-31,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01163,AxiosolLabs France,axiosollabs,ACC-025421,1,ACC-025421,axiosollabs.eu,axiosollabs,FR,Consulting,51-200,customer,1,0,12000,12000,,2027-03-28,ACC-025421,,,2026-06-15,,0,0,0,0,0,1,CLIENT_ACTIF,retention,events
ENT-01164,Axiosollogic,axiosollogic,ACC-018586,2,ACC-015204|ACC-018586,axiosollogic.fr,axiosollogic,ES,Telecom,1-10,lead,0,0,,,,,,m.delacroix,ACC-018586,2020-06-20,2026-03-29,1,0,1,0,0,0,DORMANT,aucun,declared_field
ENT-01165,Axiosollogistics,axiosollogistics,ACC-020445,1,ACC-020445,axiosollogistics.fr,axiosollogistics,ES,Agriculture,1-10,lost,0,0,,,,,,,,2019-02-24,,0,0,0,0,0,1,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01166,AxiosolMobility,axiosolmobility,ACC-008464,1,ACC-008464,axiosolmobility.co,axiosolmobility,FR,Manufacturing,51-200,opportunity,0,1,,,,,,l.moreau,ACC-008464,2025-08-03,2026-04-24,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-01167,AxiosolPartners SA,axiosolpartners,ACC-007601,1,ACC-007601,axiosolpartners.io,axiosolpartners,ES,Healthcare,501-1000,lead,0,0,,,,,,s.okafor,ACC-007601,2024-07-26,2025-05-06,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-01168,Axiosolpharma & Co,axiosolpharma,ACC-026051,1,ACC-026051,axiosolpharma.io,axiosolpharma,ES,Telecom,201-500,customer,1,0,8000,8000,,2027-01-17,ACC-026051,,,2020-04-26,2020-09-26,0,0,0,0,0,1,CLIENT_ACTIF,retention,events
ENT-01169,AxiosolRetail,axiosolretail,ACC-018420,2,ACC-013507|ACC-018420,axiosolretail.com,axiosolretail,FR,Consulting,11-50,lead,0,0,,,,,,l.moreau,ACC-018420,2020-02-07,2026-04-19,1,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-01170,Axiosolsoft,axiosolsoft,ACC-013830,2,ACC-013830|ACC-015304,axiosolsoft.com,axiosolsoft,NL,Construction,201-500,lost,0,0,,,,,,t.becker,ACC-015304,2019-09-23,2025-07-30,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01171,AxiosolTech SAS,axiosoltech,ACC-002549,2,ACC-015127|ACC-002549,axiosoltech.co,axiosoltech,FR,Media,1-10,lead,0,0,,,,,,s.okafor,ACC-002549,2022-08-22,2023-11-30,1,0,1,1,0,0,MORT,aucun,events
ENT-01172,AxioSolutions & Co,axiosolutions,ACC-001173,1,ACC-001173,axiosolutions.com,axiosolutions,DE,Healthcare,11-50,opportunity,0,1,,,,,,a.morel,ACC-001173,2025-04-12,2026-05-06,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01173,AxiosolWorks,axiosolworks,ACC-015515,2,ACC-028134|ACC-015515,axiosolworks.eu,axiosolworks,CH,Media,201-500,opportunity,0,1,,,,,,j.vandenberg,ACC-015515,2019-11-14,2026-01-22,1,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-01174,Axiosystems Group,axiosystems,ACC-014947,2,ACC-014947|ACC-013111,axiosystems.eu,axiosystems,ES,Logistics,5000+,customer,1,0,18000,18000,,2026-09-10,ACC-014947,s.okafor,ACC-014947,2018-09-06,2025-11-26,1,0,1,1,0,0,CLIENT_ACTIF,retention,events
ENT-01175,AxiotasConseil,axiotasconseil,ACC-001857,1,ACC-001857,axiotasconseil.io,axiotasconseil,CH,Automotive,201-500,opportunity,0,1,,,,,,l.moreau,ACC-001857,2025-08-15,2026-06-19,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-01176,Axiotasconsulting Group,axiotasconsulting,ACC-014226,1,ACC-014226,axiotasconsulting.com,axiotasconsulting,IT,Agriculture,11-50,churned,1,0,8000,,8000,,ACC-014226,,,2025-01-02,2026-03-04,0,0,0,0,0,1,EX_CLIENT,win_back_froid,events
ENT-01177,AxiotasData,axiotasdata,ACC-001406,2,ACC-028016|ACC-001406,axiotasdata.io,axiotasdata,CH,Education,51-200,prospect,0,0,,,,,,a.morel,ACC-028016,2021-05-23,2025-01-17,1,0,0,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01178,AxiotasDynamics SAS,axiotasdynamics,ACC-024172,1,ACC-024172,axiotasdynamics.fr,axiotasdynamics,BE,,51-200,churned,1,0,3000,,3000,,ACC-024172,t.becker,ACC-024172,2023-10-27,2024-03-24,0,0,0,0,0,0,EX_CLIENT,win_back_froid,events
ENT-01179,AxiotasEnergie,axiotasenergie,ACC-024757,2,ACC-026748|ACC-024757,axiotasenergie.fr,axiotasenergie,ES,Hospitality,11-50,opportunity,0,1,,,,,,l.moreau,ACC-024757,2020-08-30,,1,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-01180,AxiotasFinance,axiotasfinance,ACC-022578,2,ACC-028808|ACC-022578,axiotasfinance.fr,axiotasfinance,FR,Agriculture,51-200,customer,1,0,3000,3000,,2026-08-18,ACC-022578,t.becker,ACC-022578,2021-04-12,2022-06-06,0,0,0,1,0,0,CLIENT_ACTIF,retention,events
ENT-01181,Axiotasfood,axiotasfood,ACC-014971,2,ACC-014971|ACC-020147,axiotasfood.fr,axiotasfood,FR,Healthcare,11-50,prospect,0,0,,,,,,j.vandenberg,ACC-014971,2022-04-17,2025-06-06,1,0,0,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01182,Axiotasforge SARL,axiotasforge,ACC-026086,1,ACC-026086,axiotasforge.io,axiotasforge,DE,Real Estate,11-50,churned,1,0,8000,,8000,,ACC-026086,,,2026-01-12,2026-01-30,0,0,0,0,0,1,EX_CLIENT,win_back_froid,events
ENT-01183,AxiotasHub,axiotashub,ACC-010075,2,ACC-012137|ACC-010075,axiotashub.fr,axiotashub,FR,Retail,51-200,churned,1,0,3000,,3000,,ACC-010075,l.moreau,ACC-012137,2018-12-21,2026-03-30,1,0,0,1,0,0,EX_CLIENT,win_back_froid,events
ENT-01184,Axiotasimmo & Co,axiotasimmo,ACC-000885,1,ACC-000885,axiotasimmo.co,axiotasimmo,BE,Manufacturing,,lost,0,0,,,,,,,,2019-10-30,2022-03-08,0,0,0,0,0,1,MORT,aucun,events
ENT-01185,AxiotasIndustries,axiotasindustries,ACC-027540,1,ACC-027540,axiotasindustries.com,axiotasindustries,BE,Education,,lead,0,0,,,,,,s.okafor,ACC-027540,2022-10-10,2023-03-24,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01186,AxiotasLab,axiotaslab,ACC-024164,2,ACC-007479|ACC-024164,axiotaslab.fr,axiotaslab,FR,Automotive,11-50,lost,0,0,,,,,,m.delacroix,ACC-024164,2024-05-28,2026-01-30,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01187,Axiotaslabs SA,axiotaslabs,ACC-006533,1,ACC-006533,axiotaslabs.eu,axiotaslabs,FR,Media,11-50,lead,0,0,,,,,,s.okafor,ACC-006533,2021-12-31,2025-08-07,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-01188,AxiotasLogistics,axiotaslogistics,ACC-017649,2,ACC-017649|ACC-015855,axiotaslogistics.com,axiotaslogistics,CH,Energy,11-50,prospect,0,0,,,,,,p.lindqvist,ACC-017649,2019-09-24,2024-05-19,1,0,0,1,0,0,MORT,aucun,events
ENT-01189,Axiotasmedia SARL,axiotasmedia,ACC-023522,3,ACC-023522|ACC-024315|ACC-029768,axiotasmedia.com,axiotasmedia,BE,Media,1001-5000,churned,1,0,12000,,12000,,ACC-023522,p.lindqvist,ACC-023522,2019-05-03,2026-06-10,1,0,1,1,0,0,EX_CLIENT,win_back_froid,events
ENT-01190,AxiotasMobility,axiotasmobility,ACC-000549,1,ACC-000549,axiotasmobility.fr,axiotasmobility,FR,Energy,51-200,customer,1,0,18000,18000,,2026-09-01,ACC-000549,,,2021-08-13,2026-02-15,0,0,0,0,0,1,CLIENT_ACTIF,retention,events
ENT-01191,AxiotasPartners France,axiotaspartners,ACC-009571,2,ACC-007100|ACC-009571,axiotaspartners.com,axiotaspartners,FR,Education,51-200,customer,1,1,12000,12000,,2026-08-24,ACC-009571,,,2021-12-26,2026-05-09,1,0,0,1,0,1,CLIENT_ACTIF,retention,events
ENT-01192,Axiotaspharma,axiotaspharma,ACC-027201,1,ACC-027201,axiotaspharma.fr,axiotaspharma,DE,Logistics,11-50,prospect,0,0,,,,,,,,2025-06-05,2026-03-29,0,0,0,0,0,1,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01193,Axiotassoft SAS,axiotassoft,ACC-024710,1,ACC-024710,axiotassoft.com,axiotassoft,CH,,11-50,customer,1,0,18000,18000,,2027-06-23,ACC-024710,,,2020-11-06,2023-10-17,0,0,0,0,0,1,CLIENT_ACTIF,retention,events
ENT-01194,AxiotasSolutions,axiotassolutions,ACC-028455,1,ACC-028455,,axiotassolutions,BE,Automotive,11-50,prospect,0,0,,,,,,m.delacroix,ACC-028455,2019-01-17,,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01195,AxiotasSystems,axiotassystems,ACC-023716,1,ACC-023716,axiotassystems.io,axiotassystems,ES,Logistics,51-200,prospect,0,0,,,,,,c.rinaldi,ACC-023716,2025-07-18,2025-10-24,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-01196,AxiotasTech SARL,axiotastech,ACC-003661,1,ACC-003661,axiotastech.co,axiotastech,CH,Agriculture,51-200,lead,0,0,,,,,,p.lindqvist,ACC-003661,2023-03-08,2024-02-12,0,0,0,0,0,0,MORT,aucun,events
ENT-01197,AxiotasWorks SAS,axiotasworks,ACC-021504,1,ACC-021504,axiotasworks.io,axiotasworks,FR,Automotive,11-50,prospect,0,0,,,,,,s.okafor,ACC-021504,2023-01-26,2025-11-14,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01198,AxioTech SA,axiotech,ACC-010130,3,ACC-005912|ACC-028807|ACC-010130,axiotech.eu,axiotech,FR,Telecom,51-200,opportunity,0,1,,,,,,a.morel,ACC-010130,2018-11-29,2020-01-20,1,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-01199,Axiovenconseil France,axiovenconseil,ACC-026100,2,ACC-026100|ACC-018541,axiovenconseil.fr,axiovenconseil,FR,Software,501-1000,opportunity,0,1,,,,,,c.rinaldi,ACC-018541,2019-04-30,2024-08-31,1,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01200,Axiovenconsulting Group,axiovenconsulting,ACC-012022,1,ACC-012022,axiovenconsulting.eu,axiovenconsulting,CH,Healthcare,11-50,lost,0,0,,,,,,a.morel,ACC-012022,2018-03-15,2024-10-17,0,0,0,0,0,0,LOST_REACTIF,reactivation,events
ENT-01201,AxiovenDigital SAS,axiovendigital,ACC-006835,1,ACC-006835,axiovendigital.io,axiovendigital,CH,Retail,1-10,churned,1,0,12000,,12000,,ACC-006835,,,2019-07-11,2023-12-01,0,0,0,0,0,1,EX_CLIENT_REACTIF,win_back,events
ENT-01202,Axiovendynamics SARL,axiovendynamics,ACC-006914,1,ACC-006914,axiovendynamics.com,axiovendynamics,NL,Logistics,51-200,prospect,0,0,,,,,,p.lindqvist,ACC-006914,2023-06-30,2025-11-18,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-01203,AxiovenEnergie SA,axiovenenergie,ACC-023535,1,ACC-023535,axiovenenergie.com,axiovenenergie,BE,Telecom,5000+,lead,0,0,,,,,,t.becker,ACC-023535,2021-07-18,2023-05-13,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-01204,Axiovenfinance SARL,axiovenfinance,ACC-024865,2,ACC-027041|ACC-024865,axiovenfinance.fr,axiovenfinance,FR,Real Estate,51-200,prospect,0,0,,,,,,t.becker,ACC-024865,2019-06-05,2026-02-13,1,0,1,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01205,AxiovenFlow & Co,axiovenflow,ACC-027673,2,ACC-000767|ACC-027673,axiovenflow.com,axiovenflow,GB,Consulting,51-200,customer,1,0,25000,25000,,2027-07-01,ACC-027673,s.okafor,ACC-027673,2018-03-31,2022-08-09,1,0,0,1,0,0,CLIENT_ACTIF,retention,events
ENT-01206,AxiovenFood,axiovenfood,ACC-004619,1,ACC-004619,axiovenfood.fr,axiovenfood,CH,Automotive,5000+,customer,1,0,12000,12000,,2026-12-14,ACC-004619,t.becker,ACC-004619,2019-08-17,2026-05-03,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-01207,Axiovenforge,axiovenforge,ACC-007099,2,ACC-003535|ACC-007099,axiovenforge.com,axiovenforge,CH,Education,11-50,opportunity,0,1,,,,,,p.lindqvist,ACC-007099,2018-12-24,2020-12-15,1,0,1,1,0,0,MORT,aucun,events
ENT-01208,Axiovenhub & Co,axiovenhub,ACC-026829,1,ACC-026829,axiovenhub.io,axiovenhub,GB,Healthcare,,lost,0,0,,,,,,,,2024-05-31,2026-03-27,0,0,0,0,0,1,DORMANT,aucun,declared_field
ENT-01209,AxiovenImmo & Co,axiovenimmo,ACC-024458,1,ACC-024458,axiovenimmo.io,axiovenimmo,IT,Real Estate,11-50,opportunity,0,1,,,,,,t.becker,ACC-024458,2020-07-15,2021-01-10,0,0,0,0,0,0,MORT,aucun,events
ENT-01210,Axiovenindustries,axiovenindustries,ACC-027175,2,ACC-027175|ACC-021483,axiovenindustries.eu,axiovenindustries,BE,Education,11-50,lead,0,0,,,,,,t.becker,ACC-027175,2020-01-07,2026-02-27,1,0,1,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-01211,Axiovenlabs,axiovenlabs,ACC-004598,2,ACC-004598|ACC-027297,axiovenlabs.com,axiovenlabs,BE,Automotive,11-50,lead,0,0,,,,,,s.okafor,ACC-004598,2018-08-27,2026-06-29,1,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-01212,Axiovenlogic,axiovenlogic,ACC-005101,1,ACC-005101,axiovenlogic.com,axiovenlogic,ES,Automotive,51-200,churned,1,0,8000,,8000,,ACC-005101,s.okafor,ACC-005101,2022-10-14,2025-06-08,0,0,0,0,0,0,EX_CLIENT,win_back_froid,events
ENT-01213,Axiovenlogistics,axiovenlogistics,ACC-010648,1,ACC-010648,axiovenlogistics.io,axiovenlogistics,DE,Telecom,51-200,prospect,0,0,,,,,,s.okafor,ACC-010648,2024-07-22,2024-08-23,0,0,0,0,0,0,MORT,aucun,events
ENT-01214,Axiovenmedia SAS,axiovenmedia,ACC-008319,1,ACC-008319,axiovenmedia.co,axiovenmedia,FR,Telecom,11-50,customer,1,0,8000,8000,,2026-09-15,ACC-008319,s.okafor,ACC-008319,2022-11-09,2024-05-31,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-01215,AxiovenMobility SAS,axiovenmobility,ACC-001422,1,ACC-001422,axiovenmobility.fr,axiovenmobility,FR,Energy,1-10,lead,0,0,,,,,,s.okafor,ACC-001422,2022-07-24,2026-01-01,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-01216,Axiovenretail,axiovenretail,ACC-019287,1,ACC-019287,,axiovenretail,FR,Agriculture,201-500,lost,0,0,,,,,,s.okafor,ACC-019287,2018-01-07,2026-07-16,0,0,0,0,0,0,LOST_REACTIF,reactivation,events
ENT-01217,AxiovenServices & Co,axiovenservices,ACC-015244,1,ACC-015244,axiovenservices.com,axiovenservices,FR,Agriculture,1001-5000,lead,0,0,,,,,,p.lindqvist,ACC-015244,2025-10-04,2026-05-29,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-01218,AxiovenSoft,axiovensoft,ACC-007210,1,ACC-007210,axiovensoft.com,axiovensoft,CH,Logistics,51-200,prospect,0,0,,,,,,,,2024-06-09,2025-11-02,0,0,0,0,0,1,DORMANT,aucun,declared_field
ENT-01219,AxiovenSolutions,axiovensolutions,ACC-028457,1,ACC-028457,axiovensolutions.co,axiovensolutions,FR,Hospitality,51-200,lead,0,0,,,,,,a.morel,ACC-028457,2020-07-28,2020-08-15,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-01220,Axiovensystems SAS,axiovensystems,ACC-016182,2,ACC-007865|ACC-016182,axiovensystems.com,axiovensystems,CH,Real Estate,201-500,lead,0,0,,,,,,j.vandenberg,ACC-016182,2019-11-14,2026-05-24,1,0,1,0,0,0,DORMANT,aucun,declared_field
ENT-01221,Axioventech Group,axioventech,ACC-027909,2,ACC-011933|ACC-027909,axioventech.com,axioventech,FR,Retail,201-500,prospect,0,0,,,,,,t.becker,ACC-011933,2021-03-25,2024-07-11,1,0,0,1,0,0,MORT,aucun,events
ENT-01222,AxiovenWorks SAS,axiovenworks,ACC-018539,1,ACC-018539,axiovenworks.co,axiovenworks,FR,Healthcare,1-10,lost,0,0,,,,,,,,2023-07-26,2025-03-06,0,0,0,0,0,1,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01223,AxioviaConsulting,axioviaconsulting,ACC-010758,2,ACC-010758|ACC-005151,axioviaconsulting.com,axioviaconsulting,NL,Education,11-50,customer,1,0,18000,18000,,2027-04-07,ACC-010758,p.lindqvist,ACC-010758,2021-03-25,2025-01-03,1,0,1,1,0,0,CLIENT_ACTIF,retention,events
ENT-01224,AxioviaData,axioviadata,ACC-024569,2,ACC-010694|ACC-024569,axioviadata.eu,axioviadata,NL,Education,51-200,lead,0,0,,,,,,p.lindqvist,ACC-024569,2018-08-18,2026-03-10,1,0,1,0,0,0,DORMANT,aucun,declared_field
ENT-01225,AxioviaDigital & Co,axioviadigital,ACC-002403,2,ACC-005893|ACC-002403,axioviadigital.co,axioviadigital,DE,Automotive,201-500,prospect,0,0,,,,,,a.morel,ACC-002403,2019-03-19,2024-02-18,1,0,1,1,0,0,MORT,aucun,events
ENT-01226,AxioviaEnergie & Co,axioviaenergie,ACC-021651,1,ACC-021651,axioviaenergie.io,axioviaenergie,BE,Construction,11-50,prospect,0,0,,,,,,a.morel,ACC-021651,2021-09-05,,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01227,AxioviaFinance,axioviafinance,ACC-015580,1,ACC-015580,,axioviafinance,IT,Hospitality,11-50,lead,0,0,,,,,,t.becker,ACC-015580,2026-04-01,2026-05-02,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-01228,AxioviaFlow SAS,axioviaflow,ACC-004347,3,ACC-029569|ACC-004347|ACC-026993,axioviaflow.co,axioviaflow,BE,Automotive,201-500,prospect,0,0,,,,,,p.lindqvist,ACC-004347,2018-04-25,2024-10-12,1,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-01229,AxioviaForge,axioviaforge,ACC-016388,1,ACC-016388,axioviaforge.fr,axioviaforge,CH,Construction,501-1000,lost,0,0,,,,,,j.vandenberg,ACC-016388,2025-08-20,2026-04-08,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-01230,AxioviaGroup SAS,axioviagroup,ACC-006959,1,ACC-006959,axioviagroup.com,axioviagroup,NL,Agriculture,1001-5000,lead,0,0,,,,,,,,2023-10-11,2024-01-13,0,0,0,0,0,1,PROSPECT_TIEDE,new_business,events
ENT-01231,AxioviaHub SA,axioviahub,ACC-015912,1,ACC-015912,axioviahub.fr,axioviahub,FR,Financial Services,1-10,lead,0,0,,,,,,,,2026-05-13,,0,0,0,0,0,1,MORT,aucun,events
ENT-01232,Axioviaimmo,axioviaimmo,ACC-000874,2,ACC-000874|ACC-016929,axioviaimmo.co,axioviaimmo,FR,Agriculture,11-50,lead,0,0,,,,,,s.okafor,ACC-016929,2018-05-19,2025-04-09,0,0,0,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-01233,Axioviaindustries,axioviaindustries,ACC-026978,1,ACC-026978,axioviaindustries.eu,axioviaindustries,NL,Software,11-50,lost,0,0,,,,,,c.rinaldi,ACC-026978,2018-09-21,2018-10-18,0,0,0,0,0,0,LOST_REACTIF,reactivation,events
ENT-01234,AxioviaLab Group,axiovialab,ACC-028043,1,ACC-028043,axiovialab.com,axiovialab,FR,Agriculture,11-50,prospect,0,0,,,,,,s.okafor,ACC-028043,2020-08-23,,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-01235,AxioviaLabs & Co,axiovialabs,ACC-013607,1,ACC-013607,axiovialabs.io,axiovialabs,ES,Automotive,51-200,prospect,0,0,,,,,,j.vandenberg,ACC-013607,2018-02-17,2020-06-27,0,0,0,0,0,0,MORT,aucun,events
ENT-01236,Axiovialogic SARL,axiovialogic,ACC-001449,1,ACC-001449,,axiovialogic,ES,Education,1-10,prospect,0,0,,,,,,,,2024-09-14,2025-07-19,0,0,0,0,0,1,MORT,aucun,events
ENT-01237,Axioviamedia SA,axioviamedia,ACC-020397,2,ACC-020397|ACC-020691,axioviamedia.co,axioviamedia,FR,Media,5000+,opportunity,0,1,,,,,,l.moreau,ACC-020397,2018-11-13,2024-08-30,0,0,0,1,0,0,MORT,aucun,events
ENT-01238,AxioviaMobility SAS,axioviamobility,ACC-008492,1,ACC-008492,axioviamobility.co,axioviamobility,FR,Software,11-50,lost,0,0,,,,,,l.moreau,ACC-008492,2019-08-31,2024-04-05,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01239,Axioviapartners France,axioviapartners,ACC-014823,1,ACC-014823,axioviapartners.com,axioviapartners,IT,Real Estate,11-50,opportunity,0,1,,,,,,t.becker,ACC-014823,2022-04-12,2022-10-31,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-01240,Axioviapharma & Co,axioviapharma,ACC-007295,1,ACC-007295,axioviapharma.co,axioviapharma,DE,Retail,201-500,customer,1,0,5000,5000,,2026-12-05,ACC-007295,t.becker,ACC-007295,2025-02-18,2026-04-16,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-01241,AxioviaRetail Group,axioviaretail,ACC-001349,1,ACC-001349,axioviaretail.com,axioviaretail,CH,Construction,51-200,lead,0,0,,,,,,l.moreau,ACC-001349,2019-10-14,2024-05-13,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-01242,AxioviaServices,axioviaservices,ACC-016168,2,ACC-022765|ACC-016168,axioviaservices.eu,axioviaservices,NL,Energy,51-200,churned,1,0,5000,,5000,,ACC-016168,s.okafor,ACC-016168,2021-07-26,2024-01-03,1,0,1,1,0,0,EX_CLIENT,win_back_froid,events
ENT-01243,Axioviasoft,axioviasoft,ACC-014706,1,ACC-014706,axioviasoft.io,axioviasoft,NL,Consulting,11-50,lead,0,0,,,,,,t.becker,ACC-014706,2020-12-01,,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-01244,AxioviaSolutions & Co,axioviasolutions,ACC-017213,1,ACC-017213,axioviasolutions.io,axioviasolutions,GB,Hospitality,501-1000,lead,0,0,,,,,,t.becker,ACC-017213,2022-05-15,2024-10-05,0,0,0,0,0,0,MORT,aucun,events
ENT-01245,AxioviaSystems France,axioviasystems,ACC-024175,3,ACC-008246|ACC-024175|ACC-029261,axioviasystems.eu,axioviasystems,FR,Energy,1-10,prospect,0,0,,,,,,l.moreau,ACC-024175,2019-12-05,2024-10-14,0,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
