contact_id,entity_id,entreprise,job_title,persona_tier,raison,adresse_a_existe,linkedin_vu,nb_events_net
CON-037310,ENT-08263,IvorocalMedia SAS,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-005499,ENT-15906,Solitasdynamics,People Ops Coordinator,utilisateur,sans_adresse,1,0,3
CON-062659,ENT-10589,MavisolMobility,Head of HR Operations,buyer,adresse_perso,0,0,0
CON-004447,ENT-02527,CendracalDigital,HR Intern,bruit,sans_adresse,0,0,0
CON-022037,ENT-17645,UlmicalFlow & Co,Head of People,buyer,sans_adresse,0,0,0
CON-043606,ENT-01140,AxiorinLab SAS,HR Manager,champion,adresse_perso,1,0,6
CON-010015,ENT-12177,NovaquiLabs SARL,Chargee de recrutement,utilisateur,adresse_perso,1,0,3
CON-038305,ENT-03838,DoriogorLab,HR Intern,bruit,sans_adresse,1,0,1
CON-043409,ENT-12591,OptiquiPartners SAS,Chargee de recrutement,utilisateur,adresse_perso,0,0,0
CON-046180,ENT-14299,QuantitasLogic,Executive Assistant,bruit,sans_adresse,1,0,2
CON-005762,ENT-04105,DoriotasTech & Co,Executive Assistant,bruit,adresse_perso,1,0,4
CON-067195,ENT-04445,Ederiquiworks & Co,Head of HR Operations,buyer,sans_adresse,1,0,5
CON-058947,ENT-01969,Brioquisystems & Co,,sans_titre,sans_adresse,1,0,2
CON-047615,ENT-05702,Fernosollab SAS,HR Manager,champion,sans_adresse,0,0,0
CON-000178,ENT-08685,JuntodorIndustries,Office Manager,bruit,adresse_perso,0,0,0
CON-007644,ENT-14745,Rapiviamedia,CEO,buyer,adresse_perso,1,0,2
CON-049828,ENT-06104,FlexisolTech,Recruiter,utilisateur,adresse_perso,1,0,5
CON-066022,ENT-14290,Quantitasconsulting SAS,Head of HR Operations,buyer,sans_adresse,0,0,0
CON-055128,ENT-01607,BelfotasIndustries & Co,Head of People,buyer,sans_adresse,0,0,0
CON-026247,ENT-00894,AxioDigital SAS,HR Intern,bruit,sans_adresse,0,0,0
CON-000345,ENT-07846,IbericalLogistics Group,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-052774,ENT-01851,Briolumdata SA,HR Intern,bruit,adresse_perso,0,0,0
CON-066374,ENT-09808,LorrivenFlow,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-001090,ENT-19681,YellobelDigital & Co,HR Director,buyer,adresse_perso,0,0,0
CON-012147,ENT-18624,Vertilexretail SA,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-031471,ENT-08634,IvoroviaWorks,Charge de recrutement,utilisateur,adresse_perso,0,0,0
CON-049814,ENT-02302,Caurinexconseil,,sans_titre,sans_adresse,0,0,0
CON-046176,ENT-14299,QuantitasLogic,HR Assistant,utilisateur,sans_adresse,0,0,0
CON-058057,ENT-07559,HeliolexDynamics,,sans_titre,sans_adresse,0,0,0
CON-019629,ENT-09649,Lorrimarmedia SAS,Compensation & Benefits Manager,champion,adresse_perso,1,1,4
CON-036228,ENT-19345,WallifinDigital SARL,Executive Assistant,bruit,sans_adresse,0,0,0
CON-046004,ENT-17968,UlmitasEnergie,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-050500,ENT-09242,KelvimarSystems SA,HR Intern,bruit,sans_adresse,0,0,0
CON-072036,ENT-19557,WalliquiWorks & Co,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-044924,ENT-05144,Fabrilumgroup Group,Talent Acquisition Specialist,utilisateur,adresse_perso,0,0,0
CON-003336,ENT-01901,BrionexConsulting Group,People Ops Coordinator,utilisateur,sans_adresse,1,0,4
CON-039290,ENT-04793,Estevapradata,People Ops Coordinator,utilisateur,sans_adresse,1,0,4
CON-023660,ENT-15052,Roccaquiworks,HR Intern,bruit,adresse_perso,0,0,0
CON-067880,ENT-09253,KelvinexHub,HR Intern,bruit,adresse_perso,0,0,0
CON-027172,ENT-05547,FernolexTech France,Charge de recrutement,utilisateur,adresse_perso,1,0,5
CON-018238,ENT-06209,GallicalLabs France,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-017838,ENT-12071,NovaLogic France,People Ops Manager,champion,sans_adresse,1,0,4
CON-058113,ENT-11210,Neohallab SA,Office Manager,bruit,sans_adresse,0,0,0
CON-040885,ENT-16270,StellaquiIndustries France,Chargee de recrutement,utilisateur,sans_adresse,1,1,3
CON-010662,ENT-15318,SerenihalTech,Charge de recrutement,utilisateur,adresse_perso,0,0,0
CON-008939,ENT-12956,OvalinexFlow & Co,CHRO,buyer,adresse_perso,0,0,0
CON-068692,ENT-14967,RoccamarIndustries SARL,HR Intern,bruit,sans_adresse,0,0,0
CON-058798,ENT-20489,Zephivenmedia SA,HR Manager,champion,adresse_perso,0,0,0
CON-014781,ENT-04221,Ederidorpartners,Chargee de recrutement,utilisateur,sans_adresse,0,0,0
CON-031122,ENT-08684,JuntodorImmo,Head of Talent Acquisition,buyer,adresse_perso,0,0,0
CON-016860,ENT-20119,ZephicalConseil,Head of HR Operations,buyer,sans_adresse,0,0,0
CON-071179,ENT-11714,NordinexHub,Charge de recrutement,utilisateur,adresse_perso,0,0,0
CON-056079,ENT-00542,Ardengorflow,Office Manager,bruit,adresse_perso,0,0,0
CON-031577,ENT-03423,Delfigorpartners,Head of People,buyer,sans_adresse,1,0,4
CON-000645,ENT-20122,Zephicaldigital SA,Directeur RH,buyer,sans_adresse,0,0,0
CON-070209,ENT-08704,JuntofinDigital SAS,Compensation & Benefits Manager,champion,sans_adresse,0,0,0
CON-048039,ENT-05107,FabriHub,Office Manager,bruit,sans_adresse,0,0,0
CON-054068,ENT-17601,TerraviaEnergie SA,People Ops Coordinator,utilisateur,adresse_perso,0,0,0
CON-005176,ENT-09054,KelvibelSolutions France,HR Intern,bruit,adresse_perso,1,0,7
CON-016331,ENT-09194,Kelvilexservices,HR Intern,bruit,sans_adresse,0,0,0
CON-054402,ENT-16197,StellamarRetail SAS,Head of HR Operations,buyer,sans_adresse,0,0,0
CON-045152,ENT-05311,Fabritasfood,Office Manager,bruit,adresse_perso,0,0,0
CON-034894,ENT-06548,Gallivenimmo SAS,Compensation & Benefits Manager,champion,sans_adresse,1,0,4
CON-051092,ENT-18273,VectonexConsulting,Head of People,buyer,adresse_perso,0,0,0
CON-051960,ENT-07649,HeliopraConseil & Co,HR Officer,utilisateur,adresse_perso,1,0,4
CON-021765,ENT-19823,Yellohub & Co,HRBP,champion,adresse_perso,0,0,0
CON-010665,ENT-19046,VespilumFlow France,HR Manager,champion,sans_adresse,1,0,3
CON-073108,ENT-06351,Gallilumenergie,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-025898,ENT-12604,OptirinFinance Group,Recruiter,utilisateur,adresse_perso,0,0,0
CON-000519,ENT-01493,Belfonextech,People Ops Coordinator,utilisateur,adresse_perso,0,0,0
CON-056011,ENT-10290,Mavicalindustries SAS,Responsable Recrutement,champion,adresse_perso,0,0,0
CON-055633,ENT-08388,IvorolexLabs,HR Officer,utilisateur,sans_adresse,0,0,0
CON-018999,ENT-13266,Perrihallabs SAS,HRBP,champion,sans_adresse,0,0,0
CON-028271,ENT-07134,Haldeimmo & Co,Charge de recrutement,utilisateur,adresse_perso,0,0,0
CON-075895,ENT-18095,VectodorFinance,,sans_titre,sans_adresse,0,0,0
CON-015319,ENT-14001,Quantidata Group,Office Manager,bruit,adresse_perso,0,0,0
CON-032733,ENT-13137,Perribelconsulting SAS,Executive Assistant,bruit,adresse_perso,0,0,0
CON-000188,ENT-06626,GrimocalPharma,Charge de recrutement,utilisateur,adresse_perso,0,0,0
CON-070957,ENT-19465,WallimarConsulting,Head of HR Operations,buyer,sans_adresse,0,0,0
CON-061975,ENT-08384,IvorolexHub & Co,Head of HR Operations,buyer,adresse_perso,0,0,0
CON-067527,ENT-14022,QuantidorSoft & Co,HRBP,champion,adresse_perso,1,0,1
CON-073200,ENT-05947,Flexilumdata Group,Chargee de recrutement,utilisateur,adresse_perso,0,0,0
CON-034467,ENT-18042,VectobelFinance SARL,CHRO,buyer,adresse_perso,0,0,0
CON-046937,ENT-04162,Ederibeldynamics,Charge de recrutement,utilisateur,sans_adresse,0,0,0
CON-038000,ENT-05882,FlexigorFinance,HR Business Partner,champion,adresse_perso,0,0,0
CON-023850,ENT-09535,Lorrigorconseil & Co,,sans_titre,adresse_perso,1,0,2
CON-072299,ENT-09712,Lorripraworks SAS,Head of HR Operations,buyer,adresse_perso,0,0,0
CON-074224,ENT-02738,Cendraneximmo,Chief People Officer,buyer,sans_adresse,1,0,3
CON-049616,ENT-18239,Vectolumretail Group,HR Intern,bruit,sans_adresse,0,0,0
CON-000397,ENT-13012,OvaliquiMobility,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-019782,ENT-14351,QuantiviaTech Group,Executive Assistant,bruit,adresse_perso,1,0,10
CON-031314,ENT-15173,Roccaviasolutions,People Ops Coordinator,utilisateur,adresse_perso,0,0,0
CON-069286,ENT-04931,Estevavensoft,HRBP,champion,sans_adresse,1,0,3
CON-047422,ENT-13450,Perrisoldynamics SAS,HR Intern,bruit,sans_adresse,0,0,0
CON-014351,ENT-17800,UlmiLogistics,Head of HR Operations,buyer,sans_adresse,0,0,0
CON-024287,ENT-06694,GrimogorGroup,,sans_titre,sans_adresse,0,0,0
CON-050165,ENT-01257,BelfobelImmo & Co,Recruiter,utilisateur,sans_adresse,1,0,6
CON-011646,ENT-18513,VertidorForge,Head of HR Operations,buyer,sans_adresse,1,0,9
CON-065890,ENT-15553,Serenivenmedia France,Office Manager,bruit,adresse_perso,0,0,0
CON-045616,ENT-12856,Ovalihalgroup SA,Recruiter,utilisateur,adresse_perso,1,0,2
CON-067874,ENT-02168,Caurifinindustries & Co,CHRO,buyer,sans_adresse,1,0,6
CON-027107,ENT-18036,VectobelConseil & Co,Office Manager,bruit,sans_adresse,1,0,5
CON-042805,ENT-16457,Sylvadorenergie SARL,HR Intern,bruit,adresse_perso,1,1,5
CON-011714,ENT-17386,TerraLogistics SA,Office Manager,bruit,adresse_perso,0,0,0
CON-023057,ENT-19675,WalliviaTech SAS,HR Business Partner,champion,sans_adresse,0,0,0
CON-052199,ENT-11964,NovadorRetail,Head of People,buyer,adresse_perso,0,0,0
CON-076179,ENT-00887,Axiocalservices,Head of People,buyer,sans_adresse,0,0,0
CON-000861,ENT-20276,ZephiLogistics SARL,People Ops Coordinator,utilisateur,adresse_perso,1,1,6
CON-003510,ENT-19309,WallicalSoft Group,,sans_titre,adresse_perso,0,0,0
CON-063441,ENT-01354,BelfogorFlow France,HR Intern,bruit,adresse_perso,0,0,0
CON-026581,ENT-04321,Ederilexretail SARL,People Ops Manager,champion,adresse_perso,1,1,7
CON-057484,ENT-13534,Perriviatech,Talent Acquisition Manager,champion,sans_adresse,0,0,0
CON-004487,ENT-13289,Perrilexfinance SA,Recruiter,utilisateur,sans_adresse,1,0,3
CON-053945,ENT-06052,FlexiquiMedia,Directeur RH,buyer,adresse_perso,0,0,0
CON-033715,ENT-18893,Vespibelsoft,Compensation & Benefits Manager,champion,adresse_perso,1,0,4
CON-066512,ENT-20349,ZephinexSolutions,Talent Acquisition Manager,champion,sans_adresse,0,0,0
CON-021313,ENT-14314,Quantivengroup,Executive Assistant,bruit,adresse_perso,1,0,5
CON-052273,ENT-16540,SylvahalPartners,,sans_titre,adresse_perso,0,0,0
CON-069193,ENT-18745,VertiquiServices SA,HR Officer,utilisateur,adresse_perso,0,0,0
CON-035024,ENT-17945,Ulmisolfinance,Office Manager,bruit,adresse_perso,0,0,0
CON-034724,ENT-12542,Optinexmobility SA,VP People,buyer,sans_adresse,0,0,0
CON-064651,ENT-05414,FernocalMedia,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-000425,ENT-09626,LorrilumPartners SAS,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-005163,ENT-14649,RapirinGroup,HR Business Partner,champion,sans_adresse,0,0,0
CON-012306,ENT-08896,Juntoquiconsulting,Talent Acquisition Specialist,utilisateur,adresse_perso,1,0,2
CON-015139,ENT-01198,AxioTech SA,Head of HR Operations,buyer,sans_adresse,1,0,5
CON-070696,ENT-06102,FlexisolServices SARL,Head of Talent Acquisition,buyer,adresse_perso,1,0,6
CON-029308,ENT-16028,StelladorDigital,HR Manager,champion,adresse_perso,0,0,0
CON-018357,ENT-14251,QuantirinLab,People Ops Coordinator,utilisateur,adresse_perso,0,0,0
CON-042845,ENT-00926,Axiofinfinance SAS,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-064569,ENT-10486,MavinexGroup SA,HR Business Partner,champion,adresse_perso,0,0,0
CON-043962,ENT-19117,Vespipraconsulting,Compensation & Benefits Manager,champion,sans_adresse,0,0,0
CON-045194,ENT-20482,Zephivenfood,,sans_titre,sans_adresse,0,0,0
CON-060360,ENT-03375,DelfidorRetail,HR Intern,bruit,adresse_perso,1,0,3
CON-018254,ENT-00910,AxiodorPharma SARL,CHRO,buyer,adresse_perso,1,0,4
CON-063128,ENT-16808,TalobelLogic Group,People Ops Manager,champion,sans_adresse,0,0,0
CON-056576,ENT-05416,Fernocalpharma SA,Office Manager,bruit,adresse_perso,0,0,0
CON-043099,ENT-14000,QuantiConsulting SAS,,sans_titre,adresse_perso,1,0,9
CON-055961,ENT-10461,MavimarForge Group,HRBP,champion,sans_adresse,0,0,0
CON-022427,ENT-02133,Cauridordynamics Group,People Ops Manager,champion,adresse_perso,1,0,5
CON-039091,ENT-18799,VertiSolutions SARL,HR Intern,bruit,sans_adresse,0,0,0
CON-075125,ENT-08917,JuntorinFinance,People Ops Coordinator,utilisateur,sans_adresse,0,0,0
CON-015351,ENT-16715,SylvasolForge Group,HR Manager,champion,adresse_perso,0,0,0
CON-049027,ENT-18375,Vectosolmedia SARL,People Ops Manager,champion,sans_adresse,0,0,0
CON-049241,ENT-09313,Kelvirindata,Charge de recrutement,utilisateur,sans_adresse,0,0,0
CON-040347,ENT-09962,LumigorGroup Group,Head of Talent Acquisition,buyer,sans_adresse,1,0,3
CON-032186,ENT-02610,CendragorHub,COO,buyer,sans_adresse,0,0,0
CON-055582,ENT-05184,Fabrimedia,Head of People,buyer,sans_adresse,1,0,6
CON-066074,ENT-08973,Juntotasfood SAS,Recruiter,utilisateur,adresse_perso,1,0,4
CON-072391,ENT-12860,OvalihalLabs Group,HR Manager,champion,adresse_perso,0,0,0
CON-035596,ENT-14621,RapiquiDigital & Co,Recruiter,utilisateur,adresse_perso,0,0,0
CON-001262,ENT-11550,Nordidorlab SA,Office Manager,bruit,adresse_perso,0,0,0
CON-037011,ENT-10091,Lumipartners SA,HR Officer,utilisateur,adresse_perso,0,0,0
CON-068875,ENT-06297,Gallihalconsulting & Co,Chief People Officer,buyer,sans_adresse,0,0,0
CON-003817,ENT-06254,GallifinFinance SARL,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-022565,ENT-16254,StellapraPharma France,COO,buyer,sans_adresse,0,0,0
CON-067104,ENT-06411,Gallinexsystems,Recruiter,utilisateur,adresse_perso,0,0,0
CON-043811,ENT-10386,Mavihalflow France,Responsable Recrutement,champion,adresse_perso,0,0,0
CON-074388,ENT-09547,Lorrigorlogic,Responsable Recrutement,champion,sans_adresse,1,0,5
CON-008029,ENT-16348,StellatasLogistics SA,Office Manager,bruit,adresse_perso,0,0,0
CON-030338,ENT-16971,TalolexSystems,HR Business Partner,champion,adresse_perso,0,0,0
CON-048655,ENT-09263,KelvinexSystems,Head of HR Operations,buyer,sans_adresse,0,0,0
CON-035029,ENT-05698,Fernosolforge SAS,Chief People Officer,buyer,sans_adresse,0,0,0
CON-004597,ENT-12987,OvalipraMobility SA,HR Officer,utilisateur,sans_adresse,0,0,0
CON-018185,ENT-14672,RapisolEnergie SAS,Chief People Officer,buyer,sans_adresse,0,0,0
CON-064020,ENT-11661,NordilumConseil,COO,buyer,sans_adresse,0,0,0
CON-026351,ENT-19387,Walligorpartners,Executive Assistant,bruit,adresse_perso,0,0,0
CON-065683,ENT-17673,UlmidorFinance & Co,People Ops Manager,champion,sans_adresse,0,0,0
CON-062913,ENT-00756,ArdensolFlow SARL,Recruiter,utilisateur,sans_adresse,0,0,0
CON-044590,ENT-02652,CendraIndustries,HR Officer,utilisateur,sans_adresse,0,0,0
CON-062924,ENT-11999,NovagorConseil & Co,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-062692,ENT-00315,Altarinfood SARL,,sans_titre,adresse_perso,0,0,0
CON-002042,ENT-10884,MerimarRetail France,HR Director,buyer,adresse_perso,0,0,0
CON-046447,ENT-04027,Dorioquipartners SAS,Office Manager,bruit,sans_adresse,0,0,0
CON-043066,ENT-04836,EstevaquiWorks,CHRO,buyer,adresse_perso,0,0,0
CON-067768,ENT-05270,Fabririnindustries SA,HR Intern,bruit,sans_adresse,1,0,1
CON-065913,ENT-00192,Altalumhub,Executive Assistant,bruit,sans_adresse,0,0,0
CON-032127,ENT-13862,Primosolforge,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-017084,ENT-03478,Delfilexpharma SA,Chief People Officer,buyer,sans_adresse,0,0,0
CON-033904,ENT-13622,PrimofinFinance & Co,Head of HR Operations,buyer,sans_adresse,0,0,0
CON-049644,ENT-15538,Serenitech France,HR Manager,champion,sans_adresse,0,0,0
CON-060801,ENT-02834,Cendrasollogistics SARL,HRBP,champion,adresse_perso,1,0,3
CON-020364,ENT-16779,Sylvaviaflow,Directeur RH,buyer,sans_adresse,1,0,4
CON-045915,ENT-19862,YellolumHub France,Talent Acquisition Specialist,utilisateur,adresse_perso,0,0,0
CON-041535,ENT-07954,Iberihalmedia,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-012645,ENT-06115,Flexitashub SAS,HR Business Partner,champion,sans_adresse,0,0,0
CON-032916,ENT-02960,Corticalsolutions Group,HR Business Partner,champion,sans_adresse,1,0,6
CON-005040,ENT-11155,NeoFinance SA,HR Manager,champion,sans_adresse,0,0,0
CON-011842,ENT-01666,Briobelconsulting,Directeur RH,buyer,sans_adresse,0,0,0
CON-005084,ENT-08774,Juntoindustries,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-067167,ENT-12447,Optihalpartners,People Ops Coordinator,utilisateur,adresse_perso,0,0,0
CON-059046,ENT-03362,Delfidorenergie Group,HR Director,buyer,sans_adresse,0,0,0
CON-041383,ENT-15012,RoccapraDynamics & Co,HR Assistant,utilisateur,sans_adresse,0,0,0
CON-000684,ENT-06359,Gallilummobility SA,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-041175,ENT-07490,HeliofinHub,Chargee de recrutement,utilisateur,adresse_perso,0,0,0
CON-022132,ENT-08504,IvoroquiLogistics SARL,Chargee de recrutement,utilisateur,sans_adresse,0,0,0
CON-067943,ENT-03977,DorionexLabs,Charge de recrutement,utilisateur,sans_adresse,0,0,0
CON-001956,ENT-10967,Meririnconsulting SARL,People Ops Manager,champion,adresse_perso,0,0,0
CON-016979,ENT-05501,Fernohalconseil & Co,Directeur RH,buyer,sans_adresse,0,0,0
CON-064175,ENT-03082,Cortilexretail,Recruiter,utilisateur,adresse_perso,0,0,0
CON-044267,ENT-13554,Primobelretail SA,Talent Acquisition Manager,champion,sans_adresse,0,0,0
CON-000865,ENT-07708,HeliorinSoft SARL,Charge de recrutement,utilisateur,adresse_perso,0,0,0
CON-023119,ENT-06490,Gallisoft,HR Assistant,utilisateur,sans_adresse,0,0,0
CON-035037,ENT-10131,LumiquiMobility SARL,Head of People,buyer,adresse_perso,0,0,0
CON-061726,ENT-12018,Novagorsolutions,HR Assistant,utilisateur,sans_adresse,1,0,5
CON-025972,ENT-12915,OvalilumLogistics SAS,HR Assistant,utilisateur,sans_adresse,1,0,4
CON-073997,ENT-16920,TalohalConseil SA,HR Director,buyer,sans_adresse,0,0,0
CON-055435,ENT-11790,Nordirinsoft Group,,sans_titre,adresse_perso,0,0,0
CON-059016,ENT-03530,DelfiMedia & Co,Recruiter,utilisateur,sans_adresse,0,0,0
CON-049270,ENT-06762,Grimologistics SA,HR Manager,champion,adresse_perso,1,0,5
CON-030011,ENT-10927,MeripraImmo,HRBP,champion,sans_adresse,1,0,2
CON-058365,ENT-00726,ArdenrinDynamics,Talent Acquisition Manager,champion,adresse_perso,0,0,0
CON-076436,ENT-17048,Talopraconsulting,HR Assistant,utilisateur,sans_adresse,1,0,3
CON-065753,ENT-20192,Zephifinservices,HR Business Partner,champion,sans_adresse,0,0,0
CON-033979,ENT-13284,PerrilexConsulting,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-029473,ENT-11688,Nordimargroup SA,Chief People Officer,buyer,adresse_perso,0,0,0
CON-012961,ENT-13660,Primogorsoft France,HR Manager,champion,adresse_perso,1,0,2
CON-060704,ENT-01099,AxiopraSystems,Compensation & Benefits Manager,champion,sans_adresse,1,0,3
CON-007164,ENT-10830,Merilexlab SAS,COO,buyer,adresse_perso,0,0,0
CON-010980,ENT-08786,JuntolexLab France,Executive Assistant,bruit,sans_adresse,0,0,0
CON-025668,ENT-10680,Meribelfood,,sans_titre,sans_adresse,1,0,3
CON-003781,ENT-03337,Delficalflow,Talent Acquisition Manager,champion,adresse_perso,0,0,0
CON-057816,ENT-03534,Delfinexdigital,Charge de recrutement,utilisateur,adresse_perso,0,0,0
CON-041324,ENT-18755,VertirinDynamics SA,Responsable Recrutement,champion,adresse_perso,0,0,0
CON-000465,ENT-04767,Estevamedia,HR Director,buyer,sans_adresse,1,0,2
CON-063803,ENT-10485,Mavinexforge,Recruiter,utilisateur,adresse_perso,0,0,0
CON-066906,ENT-10713,Mericaltech,Head of HR Operations,buyer,sans_adresse,1,0,2
CON-041985,ENT-02008,BriosolLabs,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-004744,ENT-05309,FabritasDynamics SARL,Directrice RH,buyer,sans_adresse,0,0,0
CON-054225,ENT-19822,YellohalWorks,Head of HR Operations,buyer,adresse_perso,1,0,2
CON-043693,ENT-13743,PrimomarLogistics,HR Manager,champion,sans_adresse,1,0,14
CON-052258,ENT-03466,Delfilexflow SA,COO,buyer,sans_adresse,1,0,7
CON-029749,ENT-14357,Rapibeldigital Group,HR Director,buyer,sans_adresse,0,0,0
CON-023431,ENT-00439,Ardenbelfinance France,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-060976,ENT-05132,Fabrilexsystems,Directrice RH,buyer,sans_adresse,0,0,0
CON-025248,ENT-15956,SoliviaEnergie SAS,Compensation & Benefits Manager,champion,sans_adresse,0,0,0
CON-033881,ENT-14928,RoccalexMedia SAS,Chief People Officer,buyer,adresse_perso,1,0,4
CON-023480,ENT-04039,Doriorindigital SA,Charge de recrutement,utilisateur,adresse_perso,0,0,0
CON-062348,ENT-16117,Stellahalimmo,Compensation & Benefits Manager,champion,sans_adresse,0,0,0
CON-035207,ENT-03020,Cortigorfinance SARL,Directrice RH,buyer,adresse_perso,1,0,1
CON-047559,ENT-09292,Kelviquidigital & Co,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-008993,ENT-12851,OvalihalDynamics,,sans_titre,sans_adresse,0,0,0
CON-039221,ENT-17144,Talotasfood Group,People Ops Manager,champion,adresse_perso,0,0,0
CON-059004,ENT-17575,Terravenconseil,HR Business Partner,champion,sans_adresse,1,0,2
CON-059584,ENT-20096,ZephibelConseil,COO,buyer,adresse_perso,0,0,0
CON-031491,ENT-19361,Wallifinretail,Talent Acquisition Specialist,utilisateur,sans_adresse,1,0,2
CON-062505,ENT-13309,PerrilumData,Responsable Recrutement,champion,sans_adresse,1,0,6
CON-033578,ENT-06553,Gallivenlogistics,Executive Assistant,bruit,sans_adresse,1,0,2
CON-031473,ENT-08634,IvoroviaWorks,Compensation & Benefits Manager,champion,adresse_perso,0,0,0
CON-040868,ENT-04832,Estevaquiretail SARL,Chargee de recrutement,utilisateur,sans_adresse,1,0,4
CON-019991,ENT-18429,Vectovenservices SARL,Executive Assistant,bruit,sans_adresse,1,1,5
CON-069084,ENT-07148,Haldelexindustries SA,HR Officer,utilisateur,sans_adresse,0,0,0
CON-063498,ENT-02375,CauriquiWorks France,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-074739,ENT-15182,SERENIBELFORGE,Talent Acquisition Manager,champion,adresse_perso,0,0,0
CON-001013,ENT-19880,YellomarEnergie,HR Director,buyer,sans_adresse,0,0,0
CON-015577,ENT-04544,EderiviaFlow & Co,HR Assistant,utilisateur,adresse_perso,0,0,0
CON-066788,ENT-15341,Serenilexpartners SARL,Chief People Officer,buyer,sans_adresse,0,0,0
CON-012403,ENT-19097,VespinexFinance & Co,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-052556,ENT-05669,FernorinDigital Group,People Ops Manager,champion,adresse_perso,0,0,0
CON-019244,ENT-09480,Lorridigital Group,Head of Talent Acquisition,buyer,sans_adresse,1,0,6
CON-049196,ENT-20235,Zephihalflow SA,HR Business Partner,champion,adresse_perso,0,0,0
CON-007517,ENT-17812,UlmilumLab,COO,buyer,sans_adresse,0,0,0
CON-014869,ENT-04179,EdericalConseil SA,Head of HR Operations,buyer,adresse_perso,1,0,6
CON-050645,ENT-05237,Fabriquidata SARL,Talent Acquisition Manager,champion,adresse_perso,0,0,0
CON-015818,ENT-12887,OvalilexImmo,Recruiter,utilisateur,sans_adresse,1,0,4
CON-061869,ENT-05869,Flexifinservices,,sans_titre,sans_adresse,0,0,0
CON-075544,ENT-11278,NeomarFood,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-039099,ENT-07478,Heliodynamics,HRBP,champion,sans_adresse,0,0,0
CON-036876,ENT-07544,Heliohalpartners & Co,Directrice RH,buyer,sans_adresse,0,0,0
CON-027249,ENT-07063,HaldeDynamics Group,Talent Acquisition Manager,champion,sans_adresse,0,0,0
CON-052351,ENT-19739,YellodorPartners SA,Talent Acquisition Manager,champion,sans_adresse,1,0,3
CON-065621,ENT-10885,MerimarServices Group,Head of Talent Acquisition,buyer,sans_adresse,1,0,5
CON-027026,ENT-15490,Sereniservices & Co,VP People,buyer,adresse_perso,1,0,1
CON-048493,ENT-17040,TalonexPartners & Co,HR Manager,champion,adresse_perso,0,0,0
CON-066657,ENT-11329,Neoprafinance,Talent Acquisition Manager,champion,adresse_perso,0,0,0
CON-074822,ENT-18598,VertihalRetail,COO,buyer,sans_adresse,0,0,0
CON-019809,ENT-16385,Stellaviaconseil,Office Manager,bruit,sans_adresse,0,0,0
CON-019486,ENT-14719,RapivenIndustries Group,,sans_titre,sans_adresse,0,0,0
CON-056928,ENT-03648,Delfisolsoft France,Talent Acquisition Manager,champion,adresse_perso,1,1,6
CON-055508,ENT-09597,Lorrilexmedia,CEO,buyer,sans_adresse,0,0,0
CON-064818,ENT-03678,DelfitasSystems,People Ops Coordinator,utilisateur,adresse_perso,0,0,0
CON-048305,ENT-02748,Cendranexsystems Group,Talent Acquisition Manager,champion,sans_adresse,0,0,0
CON-034815,ENT-04919,Estevavenhub SAS,HR Manager,champion,adresse_perso,1,0,3
CON-032546,ENT-07495,Heliofinlogistics,Executive Assistant,bruit,adresse_perso,0,0,0
CON-014989,ENT-03829,Doriogorenergie,HR Intern,bruit,sans_adresse,0,0,0
CON-042872,ENT-12198,Novaringroup,Executive Assistant,bruit,sans_adresse,0,0,0
CON-038084,ENT-00220,Altamarlabs,Head of Talent Acquisition,buyer,adresse_perso,0,0,0
CON-000455,ENT-08069,IberipraDigital SARL,HR Assistant,utilisateur,adresse_perso,0,0,0
CON-075190,ENT-04634,EstevafinFinance,HR Officer,utilisateur,sans_adresse,1,0,9
CON-061104,ENT-18673,Vertimarlogistics France,Talent Acquisition Specialist,utilisateur,sans_adresse,1,0,1
